Hviezdičky,Miesto,Adresa,Text,Datum
4,Sál Chronos,"Lučanská 79, 466 02 Jablonec nad Nisou 2",Parkovat lze u sálu nebo v jeho blízkosti. Vstup zpoplatněn. Pro pobavení a zábavu příhodné místo. Šatna ok. V sále několik barů. Posezení ok. Parket a aparatura ok. Hudba dle gusta každého.,2022-05-16
5,Hotel Na Baště Jablonec nad Nisou,"Horní nám. 774/5, 466 01 Jablonec nad Nisou 1",Příjemný podnik s milou a komunikující obsluhou. Dobrá kuchyně! Parkovat lze naproti u kostela.,2022-05-16
5,Socha Franze Kafky,"Dušní, 110 00 Staré Město",Krásný kout Prahy. Socha stojící hned vedle Španělské synagogy. O ruch turistů je postaráno.,2022-05-16
4,MYSLBEK nákupní galerie,"Na Příkopě 1096/19, 110 00 Staré Město","Menší nákupní galerie, která umí nabídnout pohodlné nakupování. Je průchozí, parkuje se tu hůř. Oceňuji rychlé občerstvení UGO v 0.NP a dobré restaurace v horním patře.",2022-05-16
4,Manner Shop Praha Palladium,"Palladium Praha, Nám. Republiky 1078/1, 110 00 Petrská čtvrť",Prodejna s dobrotama. Dobře se nakupuje. Dostatek prostoru v prodejně i pro maminy s kočárkama. 👍,2022-05-16
4,Baťa,"Václavské nám. 6, 110 00 Můstek","Velký výběr, krásná prodejna.",2022-05-16
4,CrossCafe Plaza,"Palachova 1404, 460 01 Liberec",Vchod od Palachovy i od náměstí. Usměvavá milá obsluha. Nabídka standard. Káva lahodná. Sedět se dá uvnitř i venku.,2022-05-16
3,Pekařství a cukrářství u Bláhů - Zhořelecká,"Zhořelecká 421/13, 460 01 Staré Město",U Pekařství je parkovací plocha 👍. Prodejna má dva vchody. Vitríny s pečivem a zákusky. Káva s sebou i na místě. Stolečky uvnitř.,2022-05-16
3,Pivovar Kocour Varnsdorf s.r.o.,"Rumburská 1920, 407 47 Varnsdorf 1","🔹Krásné místo, krásný areál, krásný pivovar.
🔹Pivo dobré, studené. Velký výběr.
🔹Obsluha v chaosu, neorganizovaná a tím
pádem působí pomalými dojmem a vše trvá.
😒 Holčiny se však snažily a čepovaly
s úsměvem.
🔹 Posezení venku Super 👌",2022-05-16
4,Špičák,407 47 Varnsdorf 1,Pěkná a pohodová procházka. Výhled na Varnsdorf.,2022-05-16
4,Dvůr Pohody,"Bratislavská 997, 407 47 Varnsdorf","Penzion je umístěn v klidné části města. Parkování před penzionem. Ubytování v pěkných stylových pokojích. Bazén, sauna, tělocvična. Relax zaručen. Vhodné i pro větší skupiny, partičky. Cyklisté jsou vítáni.",2022-05-16
5,Seven Hotel,"Feliksa Musialika 7, 41-902 Bytom, Polsko","Hotel Seven mohu jen doporučit. Hlídaný parking zdarma, přívětivé ceny, snídaně formou bufetu a skvělá. Pokoje prostorné a čisté. Obsluha na recepci milá. Jediná výtka - zvuky z chodby a recepce byly slyšet v pokoji. Do centra města dojdete do 7 minut, autem do Katovic je to cca 15 minut. Za mě hvězdičky odpovídají standardu, který vám zde umí nabídnout a ještě za velmi atraktivní cenu /mohu napsat dle posledních zkušeností jak v ČR, tak i v PL/.",2022-05-16
4,Plac Andrzeja Hiolskiego park,"41-902 Bytom, Polsko",Park mezi školami a finanční institucí. Místo pro odpočinek.,2022-05-16
5,Holy Trinity church in Bytom,"Józefa Kwietniewskiego 1, 41-902 Bytom, Polsko","Další z krásných kostelů, kterých v Bytomiu najdete bezpočet.",2022-05-16
5,Saint Hyacinth church in Bytom,"Jana Matejki 1, 41-900 Bytom, Polsko","Krásný kostel, krásná úprava prostředí kolem něj. Prostředky získané v rámci dotací EU. Uhelný Bytom se postupně mění. Kvituji....",2022-05-16
4,Oberża Szara,"Staszica 110, 42-600 Tarnowskie Góry, Polsko","Svá restaurace ve venkovském stylu, která neurazí. Český pivo je plusem. Velmi dobrá pizza 🍕 na tenkém těstě. Polévky famózní. V létě se dá se dá sedět venku na zahrádce a kola jsou vítána 🚴.",2022-05-16
4,SILESIA JEANS,"Gen. Kazimierza Pułaskiego 60, 40-959 Katowice, Polsko",Dobrý dojem na nás udělal tento obchod. Milá a profesionální obsluha. Uměla poradit a doporučit. Jen slečna za pokladnou mohla použít více očního kontaktu. #501 nezklamaly.,2022-05-16
5,Silesia City Center,"Chorzowska 107, 40-101 Katowice, Polsko","Příjezd ze všech stran do centra je označen. Parkoviště kryté i nekryté. Najdete tu i hlídané parkovací plochy ostrahou za poplatek. Jak, kdo potřebuje. Centrum velmi rozsáhlé, naplněné módními značkami. Toalety v pořádku a zdarma. Foodcourt velký. Kavárny po celém centru. Infopoint stále obsazen obsluhou. Ostraha činná. Hlavní potravinový nájemce Tesco v současné době uzavřeno a v rekonstrukci. Shopholici si zde určitě plní svůj sen.",2022-05-16
5,Tumský most,"Świętej Jadwigi 1, 50-266 Wrocław, Polsko","Tumský most, most zamilovaných. Je po rekonstrukci a je nádherný. Jako spousta dalších mostů ve Wrocławi.",2022-05-16
4,Rajskie Ogrody,"Katedralna 1, 50-328 Wrocław, Polsko","Hezká restaurace s terasou a výhledem na Odru. Ceny vyšší. Ale za tu pohodu a relax to stojí. Pizza průměrná, polévka vynikající. Nápoje nešizené.",2022-05-16
5,Krasnal Drukarz Kacper,"Katedralna 3, 50-328 Wrocław, Polsko","Pan Tiskař. Opět krásně zasazen do prostředí a nad ním informace o vratislavském tiskaři, který vytiskl první polský výtisk.",2022-05-16
5,Toaleta publiczna,"Katedralna 1, 50-328 Wrocław, Polsko","Krásná lokalita vyžaduje krásné toalety. Platíte 3 zl nebo 1 €. Pozor, automat nevrací. Toalety čisté, voňavé, super.",2022-05-16
4,Sorbet | řemeslná zmrzlina | zmrzlinárna | kavárna,Nenalezeno,Hezké místo na krátkou zastávku s výhledem na věže katedrály. Dát si kávu byla jasná volba. Posedíte ve stínu vzrostlých stromů.,2022-05-16
5,Piotr Włostowic Boulevard,"bulwar Piotra Włostowica, Wrocław, Polsko","Od Pískového mostu vede krásná stezka k Tumskému mostu a ke katedrále. Krásná část Wrocławi. Krásné zahrady, krásné výhledy na Odru, krásné a milé večerní posezení. Parky plné lidí, setkávání, hudby i klidu.",2022-05-16
5,Sculpture of the Nave,"Wodna, 50-266 Wrocław, Polsko","Zajímavá plastika, která už zdálky zaujme vaši pozornost. V jednotlivých skeletech můžete pohlédnout sami sobě do tváře, možná i do duše...",2022-05-16
4,Zwodowani,"Słodowa Island, 50-120 Wrocław, Polsko",Možnost jen vzít něco do ruky a courat se parkem. Nebo můžete zakotvit na terásce a oddávat se výhledům na řeku. Ceny vyšší jako všude v polské gastronomii a pohostinství.,2022-05-16
5,Powodzianka,"most Uniwersytecki, 52-443 Wrocław, Polsko","Originální plastika s neopakovatelným zátiším. Je na co se dívat. Název: Povodeň, znázorňuje vše, co je Wroclaw.",2022-05-16
5,Krasnal Profesor (Profesorek),"plac Uniwersytecki 1, 50-115 Wrocław, Polsko","Pan Profesor. Postavičky tématicky odpovídají i místům, kde se nachází. Líbivé a s nápadem 👍.",2022-05-16
5,FAnn - Parfumerie Liberec OC Nisa,"České mládeže 456, 463 12 Liberec","Krásná prodejna s příjemným personálem. V prodeji značka Matis. A profesionální personál, který umí poradit a prezentovat tuto řadu.",2022-05-16
4,Marionnaud,"OC Forum, Bílinská 3490/6, 400 01 Ústí nad Labem","Hezká prodejna, přívětivý personál, který umí i poradit.",2022-05-16
5,Jedno Kafe,"3, Frýdlantská 1321, 460 01 Liberec-Staré Město",Lahodná káva a vynikající a rozplývající se chantilla. Obsluha opět na jedničku. Díky. Umíte to i venku 👍.,2022-05-16
3,Zahrada vzpomínek,"Budyšínská 876, 460 01 Liberec-Staré Město","Park je skrytý, dostatek zeleně, dětské hřiště. Tráva neudržovaná, zpevněné cesty jsou ok. Tento park má ale nelíbivou přezdívku park na mrtvolkách nebo park feťáků.
Ale když se uklidí a připraví pro veřejnou akci, tak ok a lze tu relaxovat bez starostí.",2022-05-16
4,Kytky od Pepy - Liberec Plaza,"Palachova 1404/2, 460 01 Liberec",Menší květinářství s osobním přístupem! Doporučuji. 👍,2022-05-16
4,FORUM Ústí nad Labem,"Bílinská 3490, 400 01 Ústí nad Labem-město","Sympatické obchodní centrum s dostatkem parkovacích míst, novými toaletami s turniketem, foodcourtem, kavárnami a spousty nákupními jednotkami.",2022-05-16
5,Karczma Lwowska,"Rynek 4, 50-106 Wrocław, Polsko","Opakovaně navštívená restaurace. Standard si drží. Super. Jídlo velmi dobré, obsluha vynikající a na vysoké úrovni. Doporučuje s klidným srdcem, dobře se najíte. Krásný výhled na náměstí a na fontánu.",2022-05-16
4,Lodziarnia Barton,"Sukiennice 3/4, 11-400 Wrocław, Polsko","Zmrzlinárna uprostřed náměstí. Zmrzliny opravdu dobré. Mají i zákusky, kávu. Sezení uvnitř i venku. Kopeček 5,50 zl a nebojí se nabrat na špachtli 👍. Jen ten systém, zaplať u pokladny a pak ti dám zmrzku - nepochopitelné a čas to neušetří....",2022-05-16
4,MOZAIKA ( Józef Hałas 1963 ),"Podwale 48, 50-008 Wrocław, Polsko",Zajímavý architektonický prvek.,2022-05-16
4,Staroměstské náměstí,"Rynek, 11-400 Wrocław, Polsko","Historické centrum se Staroměstským náměstí je naprostá bomba. Tepající střed, kde se potkávají přátelé nad sklenkou. Náměstí je plné hospůdek a barů. Můžete se dát jakoukoliv uličkou a objevíte kostel, bar nebo zmrzlináře 👍.",2022-05-16
5,ZOO,"Zygmunta Wróblewskiego 1-5, 51-618 Wrocław, Polsko","Zoo je umístěna v krásné městské lokalitě. Parkoviště z levé i pravé strany hlavní silnice. Cena 6 zl/hodina. Vstupné základní, se slevou i rodinné. Zoo plná pavilonů, ale i venkovních expozic. Ty jsou velké, zalesněné a někdy opravdu žádné zvíře neuvidíte. V zoo dostatek WC, laviček, občerstvení. Velkým lákadlem se super podívanou je Afrikárium. Tam doporučujeme jít hned dopoledne. Ale i ostatní pavilóny se nemají za co stydět. Wroclawská zoo stojí za to a rezervujte si na ní celý den.",2022-05-16
3,Cancun,"Nám. Soukenné, 460 01 Kryštofovo Údolí-Liberec","Rychlý jídlo v OC Forum Liberec. Buď na místě nebo s sebou. Široký výběr, o pestrosti by se dalo polemizovat. Točená malinovka, pivo. Jinak pití 0,33 v plastu či plechu.",2022-05-16
4,Přístaviště Poděbrady,"Zámecké nábřeží, 290 01 Poděbrady 1","Přístaviště pro výletní loď Král Jiří pod poděbradským zámkem. Okružní plavby mezi Poděbrady a soutokem Labe a Cidliny, nebo otočkou v Kovanicích u Nymburka. Lze využít i lodní restauraci. Lístek zakoupíte až na lodi a lze platit pouze HOTOVĚ. Vyplouvá se vždy v celou. Lze si zakoupit jen jednosměrný lístek k soutoku Labe a Cidliny a pak se vrátit k zámku pěšky - cca 4 km krásné procházky. Jen pozor na cyklisty a bruslaře. Všichni se tam vzájemně motají...",2022-05-16
4,Nábřeží - stezka podél Labe,290 01 Poděbrady 1,"Krásná procházka podél Labe. Lavičky po cestě, odpadkové koše po cestě. Od poděbradského zámku až k soutoku Labe a Cidliny jsou to cca 4 km. Tam občerstvovačka a hřiště. Na stezce ale dost cyklistů, bruslařů, chodců a pobíhajících dětí. Trošku chaos a nekoordinace všeho. Je potřeba dávat pozor a to kazí celkový dojem.",2022-05-16
4,Ujście Głębokiej Sztolni Fryderyk - Brama Gwarków,"42-674 Zbrosławice, Polsko","Zajímavé místo, které je vlastně posledním bodem, který navazuje na dva doly, kde se v minulosti těžilo stříbro. Toto je místo, kde odtéká voda z dolu. Voda je pěkně studená. Místo je dostupné ze dvou stran. Od silnice přes soukromý pozemek(pole a zpevněná cesta), ale vstup je zakázaný. Nebo lze dojít z parku Raptowsky po červené turistické značce. V parku, který je nedaleko, lze zakoupit vstupenku a sejít do šachty Sylwester. Projdete šachtou do šachty Ewa. A také kousek poplujete loďkou.",2022-05-16
5,Leśniczówka,"Śniadeckiego 2, 42-600 Tarnowskie Góry, Polsko","Lesnická chata - je super restaurace. Můžete sedět buď vevnitř. Nebo sedět venku, kde je opravdu hooodně místa. Systém objednávek je následující: objednáte vevnitř, dostanete číslo a servírka Vám pak pití a jídlo donese ven. Vyvolávajíc číslo. Musíte být ve střehu. Jídlo je vynikající. Již jsem navštívila poněkolikáté. Můžu to fakt napsat. A co je úplně super, můžete si koupit klobásu a sami si ji opéct na ohni. Dále je tu velký sál, kde se konají svatby.",2022-05-16
5,Strefa Carnall Sztolni Królowa Luiza w Zabrzu,"Wolności 408, 41-806 Zabrze, Polsko","Skvělé místo pro všechny. Spojení historie, kultury a lidí. Naše návštěva zde byla jen na koncert, který podpořilo a přispělo město. Prohlídky již byly ukončené. Ale skvělý prostor, kterým můžete navštívit zdarma (prohlídky placené), parkování zdarma, občerstvení v základní nabídce.",2022-05-16
4,Bytom Square,"Rynek 5/11, 41-902 Bytom, Polsko","Náměstí velké, z poloviny zaplněné kavárničkami. Spousty zmrzliny, kávy, odpočinku a líných odpolední. Doporučuji navštívit pekařství. Pěší zóna nedaleko. Odsud kousek nákupní centrum, vlakové i autobusové nádraží. Město se celkově zvedlo, je čisté. Obchůdky z centra ale také pomalu mizí. Škoda.",2022-05-16
5,Pramen prof. Libenského,"nám. T.G.Masaryka, 290 01 Poděbrady 1","Krásná odpočinková budova. Nejdete zde stín a pomalým krokem dojdete k prameni. Kelímek 2 Kč a pak už je to o vás. Zda natočíte, či nikoliv.",2022-05-16
5,Poděbradské květinové hodiny,290 01 Poděbrady 1,"Taky jsme viděli. Za pět minut dvanáct. Pěkný fotopoint. A není jediný. Krásný park, krásné místo, krásné květiny a krásné plastiky.",2022-05-16
4,Parking Podebrady,290 01 Poděbrady 1,"30 Kč za každou započatou hodinu. Umí ale nabídnout celodenní parking za 150 Kč, vypsali i paragon. Takže dobrý. Místo tu je vždy a v pohodě.",2022-05-16
4,Zámek Poděbrady,"Jiřího nám. 1, 290 01 Poděbrady I","Jedno z turisticky oblíbených míst. Určitě navštivte. Pod zámkem i nástupní místo na vyhlídkovou loď ""Král Jiří"".",2022-05-16
5,Turistické informační centrum Poděbrady,"Náměstí T. G. Masaryka 210/17 Poděbrady I NÁDRAŽNÍ BUDOVA, 290 01 Poděbrady","Vše pod jednou střechou. Milá obsluha, dostatek informací o městě a jeho přednostech. Trhací plánek. Info brožurky. Prodej drobných maličkostí, turistických známek. Komplet servis.",2022-05-16
5,Cukrárna U Reinvaldů,"Jiřího nám. 1, 290 01 Poděbrady 1","Luxusní zmzlinárna! Vyzkoušeli jsme několik příchutí a super. Vyzkoušeli jsme i točenou zmrzku - a taky super záležitost. Fronta byla vždy, rychle to odsýpalo. Sezení hned naproti 👍. Jen ty vosy... Dnes byly všude...",2022-05-16
5,Stará rybárna,"Stará Rybárna, Na Přístavě, 288 02 Nymburk 2","Pohodové podvečerní posezení u Labe. Mladý a usměvavý personál. Točená Kofola, párečky s chlebem, sýr v bulce. Chlazené pivko, víno a skvělý Aperol. Káva na ledu. Dějí se tu i tematické večery. Co víc si přát. Jen krásné letní dny 👍.",2022-05-16
3,Parkoviště P4 Rokytnice nad Jizerou,"Horní Rokytnice 456, 512 45 Rokytnice nad Jizerou 3","Velké parkoviště ovládané automatem. Vše rychlé, bezproblémové. Jen musíte mít hotovost. V letní sezóně bylo úplně prázdné s celodenním stáním za 100 Kč 👍. Jen ty toalety byly zamčené 👎.",2022-05-16
4,Náš Hostinec,"25, Tyršova 786, Poděbrady III, 290 01 Poděbrady","Hustá gulášovka! Posezení vevnitř i venku. Rychlá obsluha, příjemné prostředí, čisté toalety. Není co vytknout. Zase jedna prima hospoda 👍.",2022-05-16
4,Pekařství - Jan Mašek,"Hlavní 726, 468 51 Smržovka","Vděčná zastávka na cestě. Nakoupíte, ochutnáte. Zaparkovat je kde. Výběr chleba a pečiva 👍. Kvásek na kyselo mají 👍.",2022-05-16
4,Na Vrších,"PF98+H3, 512 45 Rokytnice nad Jizerou 3","Rychlá a dobrá občerstvovačka. Pivo, nealko, káva, nanuky, sušenky, párek v rohlíku a další a další 👍. Sezení venku, výdajové okénko.",2022-05-16
4,Zámecký park,"Smiřických, 506 01 Jičín 1","Park umí žít a nabídnout jak klidné místo pro relax, tak i živé místo pro setkávání lidí nad jídlem, muzikou a kulturou. Všestranné místo se zelení, lavičkami, vodní plochou, vzrostlými stromy, stínem, WC a občerstvením.",2022-05-16
4,Grill Bar Tajch,"Chatařská 738, 463 12 Liberec-Vesec","Přesně odpovídá názvu grill bar. Objednáte a odnesete si od okýnka. Posadíte se na omšelou zahrádku a je vám prostě báječně. Pivo studený, nanuk namražený, malinovka je malinovkou. Pesedíte, popijete, pokecáte. Palec nahoru 👍.",2022-05-16
5,Naučná stezka Vesecké údolí,463 12 Liberec,"Krásná procházka, info cedule, edukační program. Příjemný kout města. Lze se i vykoupat v rybníku. Palec nahoru.",2022-05-16
4,útvar Kovadlina,460 15 Liberec,"Jeden z mnoha útvarů u Liberecké výšiny nad Lidovými sady. Spoustu cestiček a cest, kterými se zde můžete toulat. Na tento útvar, skálu, můžete i vylézt po kovovém žebříku.
Ale daleko neuvidíte 🤭. Jen stromy, stromy a stromy... 🌲🌲🌲",2022-05-16
3,Česká pošta,"České mládeže 456, 460 03 Liberec-Doubí","Vyhovující otvírací doba včetně vikendu. Vyhovující místo pro odebírání balíků, lze zaparkovat do 50 m od vchodu. Nemáte to daleko. Nevyhovující jsou časté fronty a práce jen jedné či dvou přepážek. Ochota personálu standardní, doplňkové služby holt musí nabízet. Za to dámy nemohou, i když je to někdy obtěžující. Obecně jsou služby České pošty na pováženou.",2022-05-16
5,Bílé kameny,463 53 Rynoltice-Křižany,"Skály ze dna moře. Zajímavé místo pro nenáročný výlet. Procházku. Romantiku. Co, kdo, bude chtít. Lze zastavit na parkovišti a dojít cca jeden kilometr po zpevněné cestě. Vhodné i pro kočárky. S opatrností lze vylézt i na skály a pokochat se výhledy po okolí.",2022-05-16
5,Dělostřelecká tvrz Stachelberg,"Babí u, 541 01 Trutnov 1","Muzeum stojí za návštěvu, pokud jste v okolí. Parkoviště cca 500 m od tvrze. Dojdete k ní po zpevněné cestě lesem. Prohlídky jsou v určité časy, lze se i telefonicky objednat. Je dobré se na prohlídku podzemí obléknout. I teď v srpnu bylo dole 10°C. Brrrr. Roušku lze zakoupit spolu s lístkem u pokladny (pokud nemáte s sebou). Prohlídka je nenáročná, sestup do podzemí po 186 schodech. Prováděla nás Markéta a na všetečné dotazy návštěvníků pohotově odpovídala👍.",2022-05-16
5,Parkoviště,541 01 Trutnov 1,"Parkoviště zdarma, upravené s odpadkovými koši. Cílem byla Tvrz Stachelberg, které je vzdálena cca půl kilometru. Půjdete po zpevněné cestě, kterou lemují informační tabule a ""exponáty"".",2022-05-16
4,Stezka korunami stromů Krkonoše,"Krkonošská ev. č. 350, 542 25 Janské Lázně","Pěkné místo pro výlet. Velké zpoplatněné parkoviště, rodinné vstupné. Dřevěná lávka s informačními a edukačními cedulkami vás zavede přímo do korun stromů. Nahoře se vám i z té výšky zatočí hlava. Vhodné pro kočárky i vozíčkáře. Lze se zastavit na oběd či menší občerstvení. Toalety zdarma.",2022-05-16
2,Bozkovské dolomitové jeskyně,"Bozkov 263, 512 13 Bozkov","Postačilo by na webové stránky jako letní aktualitu vyvěsit ""Rezervace do jeskyně nutná"". I po pečlivém proklikání jsme tuto zásadní informaci nenašli. Pevně věřím, že se sem ještě jednou někdy vrátíme a uvidíme místní jeskyni.",2022-05-16
3,Kolkovna Budějovická,"13a, Budějovická 1518, 140 00 Praha 4","Více elánu, více úsměvu. Vlažný přístup obsluhy bez pozdravu. Jídlo ovšem musíme pochválit. Kulajda vynikající. A výběr z denního menu nezklamal, české speciality byly taktéž na jedničku. Pivo - velmi rychle spadla pěna. Nevím, čemu přičítat. Škoda, že není čepovaný Birell pomelo-grep. Za mě tři hvězdy, bohužel. Celkové jsem od konceptu Kolkovny čekala více.",2022-05-16
4,MOL,"Doubí 451, 463 12 Liberec","Sympatická čerpačka na dobrém místě. Ceny standard, obsluha s úsměvem. Odpočívadlo pro osobní i nákladní vozy.",2022-05-16
5,Chateau St. Havel wellness hotel,"Před Nádražím 1/6, 140 00 Praha 4","Krásné místo. Profesionální služby. Perfektní kuchyně a catering. Milý personál. Skvělá Anička!!! Ano, pokoje menší, ale čisté. Zámecký interiér v kombinaci s moderní prosklenou zahradou a k tomu skvělý výběr z jídel k večeři zanechává kladný dojem. A zapomenete, že jste vedle jižní spojky :-)",2022-05-16
5,Golf Club Chateau St. Havel Praha,"Před Nádražím 6, 140 00 Praha 4","Krásné místo a jedinečný Aquadriving
v centru Prahy. Klidná lokace, super servis, výtečný catering a skvělý trenér.",2022-05-16
5,Fit klub Jičín,"Lidické nám. 11, 506 01 Jičín 1","Sportovní centrum nabízí široký záběr aerobních aktivit, FitBox, spinning, aerobik, trampolíny, cvičení dětí, zumba, jóga, příměstské tábory i cyklo kempy.",2022-05-16
3,Cukrárna U Vojtků,"K. Vika 41, 506 01 Jičín 1","Sem do cukrárničky už jen pro zmzku. Ale naposledy ta vanilková opravdu tekla.... Zákusky ve vitríně, nic moc. Už jsme asi rozmazlený, ale standard je potřeba dodržet.",2022-05-16
5,Choosy Fresh Choice,"Velké nám. 41/50, 500 03 Hradec Králové 3","Vidět a ochutnat jsme mohly na Burger Street Festivalu v Liberci. Fire Cracker Burger... Ostrý to... Pálí to... Křupne to... Milá a usměvavá obsluha, šťavnatý burger, skvělá kombinace pro příjemně strávené páteční pozdní odpoledne 👍.",2022-05-16
5,Pražírna Mo-ha-ji,"Zeyvalova 1217, 277 13 Kostelec nad Labem","Káva Mo-ha-ji je v Liberci na Burger Street Festivalu. Skvělá káva, čerstvě upražená káva, voňavá káva, osvěžující káva. Espresso tonik na ledu nebo lungo na ledu z cuby 🙏👍😉.",2022-05-16
4,Cyklovna & Drive in,"Před Nádražím 140, 140 00 Praha 4","Skvělé místo pro zastávku ve stínu vzrostlých stromů. Krásná zahrádka, vedle hřiště pro děti.",2022-05-16
4,KLUB EX - Restaurace - Pivnice,"3, Riegrova 2573, 466 01 Jablonec nad Nisou","Klidné místo, rychlý oběd. Trochu připomínka retra. Jídlo dobré, bramborový salát s jablky - vynikající. Parkoviště u restaurace, ve dvoře.",2022-05-16
2,Ovocný Světozor,"Chlumecká 6, 198 19 Praha 9-Černý Most","Bohužel mě velmi zklamalo nabrání kopečku zmrzliny a pětkrát otření o vaničku. Jen aby zákazník nedostal o gram navíc? Nechutné, toto je návrat k devadesátkám? Prosím, udělejte s tím něco.",2022-05-16
5,Marks & Spencer,"Chlumecká 765/6, 198 19 Praha 9-Černý Most",Pohodlné nakupování. Široký výběr. Mají zde i sortiment potravin včetně čerstvých.,2022-05-16
4,Knihy Dobrovský,"České mládeže 456, 46000 Liberec","Je stále z čeho vybírat. Obsluha umí poradit. Pokud není něco na prodejně, prověří na e-shopu a objednají na prodejnu. Doručení do prodejny relativně rychlé. Ceny standardní.",2022-05-16
3,Cukrárna Sladká tečka Liberec,"Lesní 686/1, 460 01 Liberec-Staré Město",Obsluha otrávená a s nepříslušným komentem. Chtělo by to trochu úsměvu i pod tou rouškou. Zákusky průměr. Káva byla lahodná. Zmrzka standard.,2022-05-16
4,Starbucks,"Nám. Soukenné 2a, 460 01 Liberec","Ranní káva, pohlazení po duši. Milá obsluha. Jen to sezení u eskalátorů, no no no. Lepším vzít si ji s sebou....",2022-05-16
5,Most Zwodzony Dziwnów im. WOŚP,"72-418 Dziwnów, Polsko","Padací most - atrakce, ale i každodenní nástroj, jak se dostat z jednoho břehu na druhý. Autem, pěšky, na kole. Vyplatí se počkat a vidět tu technickou věc v akci. Most zvedají pravidelně a na chvilku se zastaví normální ""život"".",2022-05-16
5,Lodziarnia Świat Lodów,"Adama Mickiewicza 21, 72-420 Dziwnów, Polsko","Svět zmrzky to umí! A to už pěknou řádku let.  Zmrzliny, poháry a skvělé gofry (vafle)👍. Mladá, milá obsluha. Obsluhují uvnitř, ale i z okénka na ulici. Platba hotově.",2022-05-16
4,Bar Karmazyn,"Adama Mickiewicza 34, 72-418 Dziwnów, Polsko","Tradiční polská kuchyně. Sezení uvnitř i venku. Ceny jako jinde. Neliší se. Objednat musíte uvnitř na baru, dostanete číslo a čekáte. Pro jídlo si dojdete sami. Taková rychlá samoobsluha.... Ale porce slušné a chutné.",2022-05-16
4,Bar Pod Spadochronem,"Juliusza Słowackiego, 72-418 Dziwnów, Polsko","Grochówka, čili hrachovka je fantastická. Doporučuji. Cena za základ 12 zl, s klobásou a chlebem za 15 zl. Ostatní jídlo jsme nezkoušeli. Bar je kousek od mostu. Ve stínu borovic. Kuchyň v military stylu. Jen to plastové nádobí to kazí. Ale chápu to.",2022-05-16
4,Urząd Miejski w Kamieniu Pomorskim,"Stary Rynek 1, 72-400 Kamień Pomorski, Polsko",Radnice monumentálních rozměrů. Lze navštívit a prohlédnout si. Okolo náměstí lze i parkovat. Placené parkoviště. Lze se vydat na menší okruh a vidět všechny zajímavosti v Kamieniu Pomorskim. Stojí za návštěvu a procházku městem.,2022-05-16
5,St. John the Baptist Concathedral Church in Kamień Pomorski,"Plac Katedralny, 72-400 Kamień Pomorski, Polsko","Katedrála je nádherná, nemůžete ji minout. Parkovat lze u ní, nebo dole v přístavu či u maríny. Pěšky je to pak kousíček. Uvnitř velké varhany a často se zde konají koncerty.",2022-05-16
4,Wczasowisko,"Adama Mickiewicza 20, 72-420 Dziwnów, Polsko","Standardní zahrádka, domácí těsto na pizzu. Pizza dobrá, tenké těsto, propečené. Za nás ok. Pivko se sokiem studené. Ceny, jako všude trošku vyšší. Obsluha se snaží, milá, ale na český standard obsluhy a gastro služeb prostě Poláci nemají. Ale návštěvu a objednání pizzy doporučujeme.",2022-05-16
3,Plaża w Dziwnówku PORTA MARE,"Dziwnówek, Polsko","Čistá písečná pláž jako všude v okolí. Vlnolamy a plavčíci taktéž. V Dziwnówku jen tři vstupy na pláž. I zde developeři staví a borovicové lesy vzaly za své. Betonová plocha všude. Tolik kolonád s nepotřebnými věcmi opravdu není potřeba. Jen doufám, že toto megalomanství nezasáhne pláže a ty zůstanou své... Prostě obyčejně prosté.",2022-05-16
5,Przystań żeglarska Dziwnów,"Wybrzeże Kościuszkowskie 2A, 72-418 Dziwnów, Polsko","Odpočinkové místo s lavičkami a výhledem na jachty, motorové čluny a rybáře. Restaurace a bar hned za zády. Toalety na dosah. Zátoka pro relax. Sedět a jen tak zírat klidně hodinu, není problém.",2022-05-16
5,Caffe Venezia Dziwnówek,"Kamieńska 15, 72-420 Dziwnówek, Polsko","Příjemná kavárnička, kterou mohu doporučit. Káva na jedničku, zmrzlina vlastní výroby. Dezerty - luxusní. A hlavně posedíte v klidu.",2022-05-16
4,Hotel i Restauracja Pod Muzami,"Gryfitów 1, 72-400 Kamień Pomorski, Polsko",Restaurace v hotelu velmi příjemná a útulná. Poctivé domácí obědy. Normální ceny. Obsluha milá. Velmi rychle jsme byli obslouženi👍.,2022-05-16
5,Falochron Zachodni Dziwnów,"72-418 Dziwnów, Polsko","Krásná procházka podél vlnolamů, které vás zavedou na pláž s minimem lidí. Čerstvý vzduch a slunce v zádech jako bonus. Kochat se výhledy - podmínkou ☺️. Je škoda, že i zde developeři ničí místní krajinu a kácí borovicové lesy. Bohužel. Ráz krajiny před vstupem na vlnolamy se během posledních tří let rapidně změnil.",2022-05-16
5,Martwa Dziwna,"Jezioro Martwe, Polsko","Zatím klidné místo. Spíše pro rybaření. Koupání je zakázáno. Ale relax a sníst si tady sváču, proč ne. Jen bacha na komáry....",2022-05-16
5,Promenada nadmorska Dziwnów,"Parkowa, 72-418 Dziwnów, Polsko",Krásná promenáda vybízí k procházkám. Umístěno mnoho laviček. K dispozici i WC. Né všechny ale byly v provozu. Z promenády vstupy na pláž a do parku či města. Příjemné místo bez lidí.,2022-05-16
